"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         244,      -7.127150033,      -4.713417165,      -6.006922231,      -4.636709609,         -9.514072
          0,           0,         245,      -7.129172506,      -4.715258677,      -6.011058142,      -4.638909276,      -9.513299851
          0,           0,         246,      -7.131857148,      -4.717094672,      -6.015616612,      -4.641177076,       -9.51255362
          0,           0,         247,      -7.136093241,      -4.718924469,      -6.019939941,      -4.643621161,        -9.5117879
          0,           0,         248,      -7.139903915,      -4.720746486,      -6.024033818,      -4.645984351,      -9.511024082
          0,           0,         249,      -7.145765695,      -4.722562653,      -6.028397165,      -4.648661612,       -9.51028865
          0,           0,         250,      -7.143392927,      -4.724375422,      -6.032063523,      -4.650391773,      -9.509590031
          0,           0,         251,      -7.143000086,      -4.726183509,      -6.035693171,      -4.652293659,      -9.508895715
          0,           0,         252,      -7.145618795,      -4.727981495,      -6.039395292,      -4.654474992,      -9.508111119
          0,           0,         253,      -7.148567233,      -4.729774062,      -6.043060061,      -4.656699334,      -9.507335758
          0,           0,         254,       -7.15022946,      -4.731561473,      -6.047029678,      -4.658834447,      -9.506453535
          0,           0,         255,      -7.147906081,      -4.733344149,       -6.05122908,      -4.660563033,      -9.505589238
          0,           0,         256,      -7.149350123,       -4.73512326,      -6.055833587,      -4.662696817,      -9.504744467
          0,           0,         257,      -7.151103719,      -4.736898751,      -6.060119802,      -4.664784833,       -9.50390874
          0,           0,         258,      -7.154865742,      -4.738666619,      -6.064143271,      -4.667069768,       -9.50310458
          0,           0,         259,       -7.15937692,      -4.740427742,      -6.068220657,      -4.669427323,       -9.50230459
          0,           0,         260,       -7.16320125,      -4.742184665,       -6.07192104,      -4.671760646,      -9.501530522
          0,           0,         261,      -7.164773045,      -4.743936017,      -6.076013937,      -4.673749938,      -9.500760894
          0,           0,         262,      -7.169471235,      -4.745680999,      -6.080278534,      -4.676027425,      -9.500006305
          0,           0,         263,       -7.17399456,       -4.74742229,      -6.084390627,      -4.678301107,       -9.49926418
          0,           0,         264,      -7.177314209,      -4.749159794,      -6.088223617,      -4.680445526,      -9.498543079
          0,           0,         265,      -7.178529422,      -4.750892328,      -6.091778997,      -4.682329868,      -9.497832591
          0,           0,         266,      -7.180780678,      -4.752620392,      -6.095697076,      -4.684313987,      -9.497144133
          0,           0,         267,      -7.184454204,      -4.754345648,      -6.099381804,      -4.686444988,      -9.496471982
          0,           0,         268,      -7.187015476,       -4.75606498,      -6.102932605,      -4.688398229,      -9.495818423
          0,           0,         269,      -7.189531154,       -4.75777538,      -6.106515422,      -4.690358086,      -9.495176711
          0,           0,         270,      -7.190996399,       -4.75947785,      -6.110056847,      -4.692241405,       -9.49455576
          0,           0,         271,      -7.192782289,          -4.76118,      -6.113468524,      -4.694197846,      -9.493886605
          0,           0,         272,      -7.195461812,      -4.762876917,      -6.116875393,      -4.696168328,      -9.493211841
          0,           0,         273,      -7.198522845,      -4.764568885,      -6.120192915,       -4.69819283,      -9.492566921
          0,           0,         274,      -7.198432436,      -4.766259384,      -6.122801825,      -4.699910083,      -9.491939198
          0,           0,         275,      -7.198829466,      -4.767943998,      -6.126662803,      -4.701630593,      -9.491340446
