"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        463,              4.63,       -5.89023215,      -6.739961196,      -7.626743487,                 0,       1.409201298,    0.008485862215,     0.06115446473
        464,              4.64,      -5.855867392,      -6.709786628,      -7.569409637,                 0,      0.9460666975,     -0.0211274748,     0.06143542969
        465,              4.65,        -5.8221147,      -6.672681718,      -7.548937598,                 0,       1.155884793,    -0.04138683143,     0.06053396637
        466,              4.66,      -5.785896956,      -6.637860788,      -7.506772978,                 0,       1.781749281,     -0.0100118159,     0.05967976543
        467,              4.67,      -5.759856115,      -6.611205116,      -7.476838699,                 0,       1.792518419,     0.02227995335,       0.060191182
        468,              4.68,      -5.720374109,      -6.571435738,      -7.450995133,                 0,        1.06389654,    0.005314605223,     0.06124465941
        469,              4.69,      -5.689565378,      -6.542728452,       -7.40041955,                 0,      0.7581629455,    -0.04464220466,     0.06088315266
        470,               4.7,       -5.65115712,      -6.501014271,      -7.387031972,                 0,       1.480940768,    -0.03723605767,     0.05934934347
        471,              4.71,       -5.62506951,       -6.47772531,       -7.33121185,                 0,       2.131078742,     0.01783864035,     0.05897566106
        472,              4.72,      -5.593104117,      -6.442457381,      -7.323054546,                 0,       1.554514587,     0.04065624156,     0.06042686301
        473,              4.73,      -5.558038214,      -6.411630692,       -7.27442949,                 0,      0.5500988449,    -0.02228888625,     0.06129442403
        474,              4.74,      -5.524551612,      -6.375011977,        -7.2489538,                 0,      0.8482853921,    -0.06247468328,     0.05974125633
        475,              4.75,      -5.490343603,      -6.341421399,       -7.20908831,                 0,       2.101624141,    -0.01382927489,     0.05801447164
        476,              4.76,      -5.466454356,      -6.317739469,      -7.177008414,                 0,       2.286415003,     0.06342871773,     0.05888449822
        477,              4.77,      -5.431606647,      -6.281490038,      -7.162602291,                 0,      0.8640609548,     0.02966468302,     0.06114439097
        478,              4.78,      -5.397414935,      -6.250936504,      -7.109207958,                 0,      0.1338902357,    -0.06192812113,     0.06080746622
        479,              4.79,       -5.36170511,      -6.210905614,      -7.091427379,                 0,        1.45364173,      -0.066525858,     0.05793811198
        480,               4.8,      -5.337903891,      -6.189503302,      -7.041755053,                 0,       2.842407001,     0.04953933933,     0.05706765395
        481,              4.81,       -5.31253612,       -6.16066338,      -7.038059292,                 0,       1.850453611,     0.09092404938,     0.05983816278
        482,              4.82,       -5.27891299,       -6.13233092,      -6.994373938,                 0,     -0.1691620212,    -0.01442989403,     0.06185351528
        483,              4.83,      -5.242328847,      -6.092451141,      -6.960874257,                 0,      0.2701119335,     -0.1121641478,      0.0591346162
        484,              4.84,      -5.212895902,      -6.062403437,      -6.929289655,                 0,       2.682009171,    -0.01184407767,     0.05589244688
        485,              4.85,      -5.193823606,      -6.043798441,      -6.899546654,                 0,       3.170987133,      0.1201833609,     0.05738375527
        486,              4.86,      -5.167331118,      -6.015449374,      -6.890661032,                 0,      0.4820855742,     0.08108355051,     0.06178124627
        487,              4.87,      -5.127725349,      -5.981280883,      -6.838874312,                 0,      -0.968587876,     -0.1114358205,     0.06141230022
        488,              4.88,      -5.095347574,      -5.942976119,      -6.819634593,                 0,       1.480948809,      -0.105068161,     0.05624973743
        489,              4.89,      -5.077174107,      -5.926618104,      -6.773388281,                 0,        4.05942769,     0.08400177336,     0.05471025238
        490,               4.9,      -5.062127517,      -5.907474823,      -6.776131552,                 0,       2.276385915,      0.1857231439,     0.05975039004
        491,              4.91,      -5.033655671,      -5.886326383,      -6.745280511,                 0,      -1.496502081,    -0.03599903729,     0.06343345987
        492,              4.92,      -4.992418332,      -5.840510801,      -6.706785994,                 0,      -0.493513983,     -0.1808243611,      0.0584695464
        493,              4.93,      -4.971520937,      -5.818756263,      -6.673567423,                 0,       3.769103017,    -0.01868066268,     0.05323322927
        494,              4.94,      -4.962667277,      -5.809490457,      -6.657029417,                 0,       4.472821065,      0.2324065478,     0.05612750467
        495,              4.95,      -4.949639268,      -5.795026024,      -6.662844398,                 0,     -0.5356183418,      0.1112194764,     0.06360825907
        496,              4.96,      -4.898580735,       -5.74988542,      -6.605811234,                 0,      -2.482013193,     -0.1837198037,     0.06222607147
        497,              4.97,      -4.877794737,      -5.722184407,      -6.584826812,                 0,       2.021320045,     -0.1609185882,     0.05387847328
        498,              4.98,       -4.87249324,      -5.717138457,      -6.553452735,                 0,        5.90899516,      0.1861054895,     0.05246486486
        499,              4.99,      -4.871286703,      -5.710303286,      -6.574494394,                 0,       2.106444851,      0.2646598924,     0.06107102916
        500,                 5,      -4.841483181,      -5.693216648,      -6.545584182,                 0,      -3.516192843,    -0.09014531054,     0.06545676857
        501,              5.01,      -4.806713491,       -5.64975407,      -6.506848194,                 0,      -0.686689943,     -0.2788277585,     0.05653141414
        502,              5.02,      -4.799115217,      -5.641493275,      -6.480687213,                 0,       5.756753782,     0.05759011246,      0.0504003119
        503,              5.03,      -4.803140784,       -5.64367905,      -6.489326033,                 0,       5.267724789,       0.333369856,     0.05661959882
        504,              5.04,      -4.801074943,      -5.646320913,      -6.499503075,                 0,      -2.824640156,     0.08663726794,     0.06640168846
        505,              5.05,      -4.755552332,      -5.600337901,      -6.450619799,                 0,      -3.410523849,     -0.3227702198,     0.06056109899
        506,              5.06,       -4.74523242,      -5.585154468,      -6.432867475,                 0,       4.085279045,     -0.1091479167,     0.05048046859
        507,              5.07,      -4.752370035,      -5.592556913,      -6.426956664,                 0,       7.426810641,      0.2937957688,      0.0522204241
        508,              5.08,      -4.766460046,      -5.601414194,      -6.458956041,                 0,     -0.2068847643,      0.2779335493,     0.06457756926
        509,              5.09,      -4.717740346,      -5.566295607,      -6.417517237,                 0,      -5.202355629,     -0.2612483928,     0.06497761187
        510,               5.1,      -4.704566777,      -5.542213758,      -6.391838793,                 0,       1.252614851,     -0.2692960142,     0.05249033523
        511,              5.11,      -4.715266278,      -5.552416547,      -6.377076241,                 0,       8.041301275,       0.174243449,     0.04914081979
        512,              5.12,      -4.732070321,       -5.56266913,      -6.413309719,                 0,       3.446573842,       0.410317734,     0.06058169142
        513,              5.13,      -4.717240014,      -5.565150385,      -6.411102283,                 0,      -5.580665672,     -0.1171273781,     0.06731715252
        514,              5.14,       -4.69106122,      -5.528766069,      -6.378052283,                 0,      -1.697188449,     -0.3635716837,      0.0554013006
        515,              5.15,      -4.693486669,      -5.529833884,      -6.355866925,                 0,       7.108888038,     0.02886766858,     0.04784462471
        516,              5.16,      -4.709496073,      -5.543814864,      -6.381727436,                 0,       6.510929205,      0.4336238434,     0.05588847316
        517,              5.17,      -4.725618791,      -5.568685762,      -6.415065373,                 0,      -4.302836988,     0.06890445833,     0.06728512761
        518,              5.18,      -4.687123476,      -5.526958919,      -6.372759038,                 0,      -4.133482381,     -0.3788477748,     0.05869997257
        519,              5.19,      -4.682013612,      -5.517671308,      -6.351635918,                 0,       5.202874001,        -0.1200604,     0.04802126231
        520,               5.2,      -4.697867496,      -5.534385998,      -6.365517702,                 0,        8.27913617,      0.3762971005,     0.05175312594
        521,              5.21,       -4.72786077,      -5.562535408,      -6.416032986,                 0,       -1.66585096,      0.2393360145,     0.06542841391
        522,              5.22,      -4.683751635,      -5.527432238,      -6.371716132,                 0,      -5.699613343,     -0.3133735669,     0.06220927562
        523,              5.23,      -4.674940101,      -5.510089608,      -6.349959364,                 0,       2.661417404,     -0.2577961894,     0.04940708122
        524,              5.24,      -4.692560254,      -5.528352223,       -6.35282684,                 0,       8.818874795,       0.268917057,     0.04868897276
        525,              5.25,      -4.721095818,      -5.549073925,      -6.403669543,                 0,       1.621414453,      0.3535032981,     0.06216642309
        526,              5.26,      -4.686332884,      -5.533584475,      -6.377932605,                 0,       -6.15737131,     -0.1874917732,     0.06517138032
        527,              5.27,      -4.672325481,      -5.507686898,      -6.355110853,                 0,     -0.1677749855,     -0.3572261632,     0.05176197367
        528,              5.28,      -4.689066567,      -5.524615595,       -6.34619582,                 0,        8.26698513,      0.1222135812,     0.04685959086
        529,              5.29,      -4.708234899,      -5.536690994,       -6.38408277,                 0,       4.819975824,       0.395426515,     0.05802210987
        530,               5.3,      -4.710104363,      -5.556268969,      -6.396226748,                 0,      -5.595690693,    -0.04151171297,     0.06612924787
        531,              5.31,      -4.681266711,       -5.51823203,      -6.368039437,                 0,      -2.598406215,     -0.4002672596,     0.05445283011
        532,              5.32,      -4.689164334,      -5.524276702,       -6.35322919,                 0,       6.870288254,    -0.02800758271,      0.0463626718
        533,              5.33,      -4.704716506,      -5.538365636,       -6.37737934,                 0,       7.033031097,      0.3630507049,     0.05400636079
        534,              5.34,      -4.726545439,      -5.568336257,      -6.413936357,                 0,      -3.865442528,      0.1130013742,     0.06572687703
        535,              5.35,      -4.688546547,      -5.528345418,      -6.374135593,                 0,      -4.481328917,     -0.3906067673,      0.0576098628
        536,              5.36,      -4.686149361,      -5.520968928,      -6.360133694,                 0,       4.883046751,     -0.1666475219,     0.04693800288
        537,              5.37,      -4.702921863,      -5.539213826,      -6.371664755,                 0,       8.281181811,      0.2807893992,     0.05056225117
        538,              5.38,      -4.730722947,      -5.565120978,      -6.419848407,                 0,      -1.253109585,      0.2507072866,     0.06413623345
        539,              5.39,      -4.689364998,      -5.532884824,      -6.375218057,                 0,      -5.710082265,     -0.3259306827,     0.06118984704
        540,               5.4,      -4.681722612,      -5.516421943,        -6.3614737,                 0,       2.444225173,      -0.291172759,     0.04865455983
        541,              5.41,      -4.698305735,      -5.534014367,      -6.356404389,                 0,       8.631041023,      0.1630347752,     0.04804777185
        542,              5.42,      -4.723399764,      -5.551813632,      -6.407582632,                 0,       1.861985484,      0.3518716576,     0.06140142851
        543,              5.43,       -4.69515371,       -5.54221964,      -6.384422775,                 0,      -6.066450205,     -0.2053091104,     0.06438218526
        544,              5.44,      -4.680003597,      -5.514784117,      -6.363473071,                 0,     -0.2253661062,     -0.3852502253,      0.0513679786
        545,              5.45,      -4.691783681,      -5.527586396,      -6.347901341,                 0,       8.045397363,     0.03183424061,     0.04671912716
        546,              5.46,      -4.710574977,      -5.539394013,      -6.388098785,                 0,       4.901791954,      0.3893888358,     0.05786285512
        547,              5.47,      -4.717034953,      -5.563012465,      -6.401596005,                 0,      -5.484365056,    -0.05479961884,     0.06591142972
        548,              5.48,      -4.686730016,      -5.523203015,      -6.371919658,                 0,      -2.573985463,      -0.423175304,     0.05457712805
        549,              5.49,      -4.692375547,      -5.528290736,      -6.356644139,                 0,       6.726271354,    -0.09339647092,     0.04680791815
        550,               5.5,      -4.708262917,       -5.54199125,       -6.37971181,                 0,       7.020451563,      0.3597306103,     0.05452505769
        551,              5.51,      -4.733998281,      -5.575502655,      -6.419371299,                 0,      -3.805811499,     0.09698606795,     0.06605740778
        552,              5.52,      -4.694185599,      -5.533709791,      -6.378785343,                 0,      -4.373333472,      -0.401370673,     0.05815000026
        553,              5.53,      -4.693599624,      -5.529389486,        -6.3669238,                 0,       4.854664467,      -0.215874429,      0.0479030906
        554,              5.54,      -4.710441931,      -5.546938816,      -6.376943115,                 0,       8.190130144,      0.2922441585,     0.05172133557
        555,              5.55,      -4.741564209,      -5.575906846,      -6.428171958,                 0,       -1.33801356,       0.224069819,     0.06490903956
        556,              5.56,      -4.698400266,      -5.541803832,      -6.383561731,                 0,      -5.494445309,     -0.3235472465,     0.06182823065
        557,              5.57,      -4.692331749,      -5.527542726,      -6.371775373,                 0,       2.545206946,      -0.323313767,     0.04978678043
        558,              5.58,      -4.711028636,      -5.547236913,      -6.368063983,                 0,       8.526945431,      0.1955609686,     0.04956863836
        559,              5.59,      -4.738698261,      -5.567029762,      -6.422284538,                 0,       1.570187233,      0.3146220724,     0.06253880835
        560,               5.6,      -4.705967937,      -5.552891792,       -6.39371191,                 0,      -5.810161634,     -0.2041077079,     0.06492453622
        561,              5.61,      -4.692719853,      -5.527747241,      -6.378375156,                 0,     0.02348813323,     -0.3973536979,     0.05229793124
        562,              5.62,      -4.707911454,      -5.543856002,      -6.363008199,                 0,        8.00493833,     0.07060159328,     0.04816102773
        563,              5.63,       -4.72790585,      -5.556174018,      -6.407149039,                 0,       4.463223535,      0.3556355676,     0.05912939777
        564,              5.64,      -4.728294008,      -5.574528765,      -6.411188423,                 0,      -5.324171024,     -0.0648586963,     0.06623651119
        565,              5.65,      -4.701467229,      -5.537735346,      -6.388959209,                 0,      -2.216310141,     -0.4253476198,     0.05494624701
        566,              5.66,      -4.707502421,      -5.543087051,      -6.370188221,                 0,       6.764303777,    -0.05564584228,     0.04763730572
        567,              5.67,       -4.72153161,      -5.554732984,      -6.396904749,                 0,       6.608969194,       0.337957584,     0.05536605894
        568,              5.68,      -4.742745521,      -5.585113644,      -6.426743781,                 0,      -3.817400845,     0.08952710221,     0.06604818981
        569,              5.69,       -4.70588736,       -5.54481972,       -6.39142354,                 0,      -4.074613935,     -0.4069854759,     0.05779691416
        570,               5.7,      -4.705604166,      -5.540627347,      -6.377272736,                 0,       4.996119827,     -0.1736536476,     0.04783023205
        571,              5.71,      -4.719165216,      -5.555659318,      -6.389814036,                 0,       7.897676462,      0.2776318414,     0.05174353866
        572,              5.72,      -4.746146915,      -5.581604079,      -6.432695298,                 0,       -1.45287288,      0.2343643178,     0.06441154714
        573,              5.73,      -4.705915825,      -5.548628498,      -6.391816951,                 0,      -5.337970417,     -0.3344842806,     0.06079399843
        574,              5.74,      -4.700755728,      -5.535582865,      -6.379945731,                 0,       2.738917272,     -0.2798949217,      0.0488058236
        575,              5.75,      -4.717203937,       -5.55402757,      -6.380290143,                 0,       8.364125379,      0.1861400339,     0.04867419481
        576,              5.76,      -4.739801699,      -5.569196753,      -6.424274412,                 0,       1.431353734,      0.3479149033,     0.06143702905
        577,              5.77,      -4.708129464,      -5.554997453,      -6.399227117,                 0,      -5.777986974,     -0.2054371473,      0.0634021816
        578,              5.78,      -4.696938891,      -5.531914145,      -6.382414887,                 0,      0.1784347828,     -0.3591360459,     0.05063153501
        579,              5.79,      -4.713710091,      -5.549970972,      -6.370148054,                 0,       7.987552788,     0.07715530511,     0.04652570232
        580,               5.8,       -4.72822956,      -5.557072818,      -6.408497824,                 0,       4.331518239,      0.4070816611,     0.05748305813
        581,              5.81,       -4.72898451,       -5.57527952,      -6.414342009,                 0,      -5.361515965,    -0.04855138298,      0.0643413938
        582,              5.82,      -4.703990899,      -5.540402886,      -6.392788733,                 0,      -2.091847326,     -0.3837786344,     0.05291244373
        583,              5.83,      -4.713581607,      -5.549313153,      -6.373747908,                 0,       6.838723355,    -0.02966032434,      0.0456724582
        584,              5.84,      -4.725636264,      -5.558839345,      -6.401466572,                 0,       6.469212909,      0.4008768377,     0.05356014617
        585,              5.85,      -4.745798777,      -5.588458314,      -6.430451605,                 0,      -3.921570757,      0.1128740746,     0.06407163527
        586,              5.86,      -4.711648097,      -5.550358812,      -6.398662122,                 0,       -3.89395505,     -0.3542140983,      0.0557430265
        587,              5.87,      -4.712985332,       -5.54819375,       -6.37945788,                 0,       5.127340357,     -0.1358455682,     0.04604027339
        588,              5.88,      -4.726944009,      -5.563298844,      -6.398425754,                 0,       7.762024234,      0.3544087714,     0.05028966305
        589,              5.89,      -4.753464558,      -5.589578034,      -6.439516184,                 0,      -1.680970885,      0.2543197962,     0.06284972191
        590,               5.9,      -4.713755056,      -5.555822306,      -6.399483108,                 0,        -5.1166894,     -0.2718276406,     0.05909625088
        591,              5.91,      -4.710368414,      -5.545233434,      -6.383809401,                 0,       2.968177587,     -0.2337511536,     0.04764274366
        592,              5.92,      -4.725651854,      -5.561711906,      -6.386989096,                 0,       8.279163908,      0.2756344335,     0.04802181002
        593,              5.93,      -4.750355414,      -5.580095958,      -6.434099982,                 0,       1.068012574,        0.36196932,      0.0608265059
        594,              5.94,      -4.713431997,      -5.559586807,      -6.403729901,                 0,       -5.58754023,     -0.1448814626,     0.06261827786
        595,              5.95,      -4.706632595,      -5.541091432,      -6.386611518,                 0,      0.4836394282,     -0.3077393792,     0.05048321954
        596,              5.96,      -4.719824599,      -5.555711631,      -6.375849804,                 0,       7.970336567,      0.1616666021,     0.04699156412
        597,              5.97,       -4.73800993,      -5.566416093,      -6.417747517,                 0,       3.963904196,      0.4201410373,     0.05819183641
        598,              5.98,      -4.731842507,      -5.578400504,       -6.41963641,                 0,      -5.275146078,   -0.001469528268,     0.06488388601
        599,              5.99,       -4.71098016,      -5.546436897,      -6.394915235,                 0,      -1.820959849,     -0.3374355339,     0.05394484655
        600,                 6,      -4.718137989,      -5.554155448,      -6.380876218,                 0,       6.889659254,     0.03792993028,     0.04735833142
        601,              6.01,      -4.733027398,      -5.565518361,      -6.408570075,                 0,       6.204024104,      0.4123296378,     0.05555949826
        602,              6.02,      -4.747781638,      -5.590942906,      -6.433370251,                 0,      -3.959760773,      0.1494132565,     0.06586676727
        603,              6.03,      -4.717606121,      -5.555613106,       -6.40169248,                 0,      -3.690899894,     -0.3228190386,     0.05777003108
        604,              6.04,      -4.719367054,      -5.555369377,      -6.391942272,                 0,       5.267679997,    -0.07890660706,     0.04877119657
        605,              6.05,      -4.734964012,      -5.570912918,       -6.40669078,                 0,       7.556384622,      0.3546446821,     0.05338899821
        606,              6.06,      -4.757450807,      -5.594368404,       -6.44285199,                 0,      -1.842797963,      0.2815185536,     0.06557744053
        607,              6.07,      -4.722735855,      -5.564219173,      -6.407696562,                 0,      -4.947223692,     -0.2623585666,      0.0615938456
        608,              6.08,      -4.720589415,      -5.555945262,      -6.398848345,                 0,       3.234625786,     -0.1839086929,     0.05085894103
        609,              6.09,      -4.737293393,      -5.573485413,      -6.400020586,                 0,       8.104851261,      0.2621810492,     0.05174968144
        610,               6.1,      -4.759336838,      -5.589987099,      -6.441467819,                 0,      0.7265730354,       0.379988404,     0.06407301404
        611,              6.11,      -4.724382722,      -5.569470018,      -6.411005913,                 0,      -5.456900193,     -0.1577954167,     0.06501255223
        612,              6.12,      -4.719230345,       -5.55403584,      -6.401008612,                 0,      0.8909534395,     -0.2728066711,      0.0533884379
        613,              6.13,       -4.73518093,      -5.571184046,      -6.390234023,                 0,       7.912475226,      0.1464573104,     0.05054192102
        614,              6.14,      -4.752981748,        -5.5814304,      -6.429468742,                 0,       3.442887884,      0.4322769541,      0.0614146318
        615,              6.15,      -4.741589244,      -5.588385727,      -6.430501201,                 0,      -5.215061432,    -0.02969709922,     0.06683914084
        616,              6.16,      -4.725116405,      -5.560395668,       -6.40761433,                 0,       -1.32162459,      -0.321677182,     0.05589108124
        617,              6.17,      -4.733289738,      -5.569265682,       -6.39173526,                 0,       6.971651681,     0.02529011763,     0.04985646056
        618,              6.18,      -4.747953619,      -5.579682764,      -6.420433196,                 0,       5.694379922,      0.4206085943,     0.05801884375
        619,              6.19,       -4.75930047,      -5.603536527,      -6.446719375,                 0,      -4.117602476,      0.1029209871,     0.06695492595
        620,               6.2,      -4.732238828,      -5.569493777,      -6.412143976,                 0,       -3.17527798,     -0.3273146262,     0.05823733492
        621,              6.21,      -4.733566088,       -5.56941059,      -6.399776423,                 0,       5.504940808,    -0.09671527432,     0.04964480575
        622,              6.22,      -4.746615278,       -5.58235844,      -6.415014566,                 0,       7.180823741,      0.3617060273,     0.05445289502
        623,              6.23,      -4.769022271,      -5.607540266,      -6.457506787,                 0,      -2.213552528,      0.2202048105,     0.06559516816
        624,              6.24,      -4.737292651,      -5.577623361,      -6.415610897,                 0,      -4.529549482,     -0.2887888456,     0.06046388336
        625,              6.25,      -4.733740568,      -5.569200223,      -6.406973744,                 0,       3.614781188,      -0.214446885,     0.04991088298
        626,              6.26,      -4.747920861,      -5.584925985,      -6.410032758,                 0,       7.886544218,      0.2702493109,     0.05115797557
        627,              6.27,       -4.77116142,      -5.603068608,      -6.457316968,                 0,      0.2131610557,      0.3027990252,     0.06296778505
        628,              6.28,      -4.735936893,      -5.580345944,       -6.41727455,                 0,      -5.197849949,     -0.2065395354,     0.06256099621
        629,              6.29,      -4.732386322,      -5.567379334,      -6.411464072,                 0,       1.384436805,     -0.3158989989,     0.05085980312
        630,               6.3,      -4.747863782,      -5.584794742,      -6.403729038,                 0,        7.87464842,      0.1490331862,     0.04850556111
        631,              6.31,      -4.765561046,      -5.594197845,      -6.445399061,                 0,       2.843703136,      0.3431497425,     0.05945707991
        632,              6.32,      -4.749176225,      -5.596025242,      -6.434734529,                 0,      -5.114782392,     -0.1059140156,     0.06371469437
        633,              6.33,      -4.736819177,      -5.572427376,      -6.419934852,                 0,     -0.8235546247,     -0.3811859963,     0.05241372892
        634,              6.34,      -4.749347836,       -5.58608917,       -6.40878566,                 0,       7.122346289,     0.01279988858,       0.046976332
        635,              6.35,      -4.761618437,      -5.592697612,      -6.435418408,                 0,       5.110919589,      0.3299475331,     0.05575343468
        636,              6.36,      -4.768894576,      -5.613814665,      -6.452848038,                 0,      -4.240650225,    0.002981507174,     0.06378840771
        637,              6.37,      -4.747386582,      -5.584402024,      -6.427774282,                 0,      -2.651170365,     -0.4073914183,     0.05455912122
        638,              6.38,      -4.749995286,      -5.586427541,       -6.41893752,                 0,        5.79782197,     -0.1188085209,     0.04674199717
        639,              6.39,      -4.765073055,      -5.600316353,      -6.432733578,                 0,       6.653348815,      0.2732059616,     0.05265737125
        640,               6.4,       -4.78298339,      -5.623224822,      -6.469033828,                 0,      -2.586560224,      0.1088475266,     0.06327310993
        641,              6.41,      -4.752921584,      -5.592323848,      -6.427845121,                 0,      -4.030490255,     -0.3924638899,     0.05746959362
        642,              6.42,      -4.749845349,      -5.585737943,      -6.428165759,                 0,       4.067588108,       -0.24077411,     0.04792321685
        643,              6.43,      -4.769554435,      -5.606284802,       -6.42891044,                 0,       7.517497364,      0.1868411684,     0.05070891826
        644,              6.44,      -4.788693946,      -5.622826243,      -6.475046858,                 0,     -0.4033601701,      0.1987506821,     0.06249083896
        645,              6.45,      -4.754894794,      -5.597955235,      -6.429530725,                 0,      -4.829830422,      -0.333935568,     0.06110924084
        646,              6.46,      -4.750758164,      -5.586089074,      -6.434661918,                 0,       2.035778743,      -0.345911816,     0.05058508717
        647,              6.47,      -4.769655338,       -5.60607738,      -6.419958458,                 0,       7.697342485,     0.08005176915,      0.0501031728
        648,              6.48,      -4.787217545,       -5.61711876,      -6.469860251,                 0,       2.036331844,      0.2608888646,     0.06147873766
        649,              6.49,      -4.766723056,      -5.613104808,      -6.446578927,                 0,      -4.946025726,     -0.2381028521,     0.06456196618
        650,               6.5,      -4.755523325,      -5.590857668,      -6.441426504,                 0,    -0.05656530064,     -0.4164901497,     0.05420302271
        651,              6.51,      -4.768915996,       -5.60545162,      -6.420171374,                 0,       7.166362038,    -0.03159610777,     0.05072498111
        652,              6.52,      -4.783546202,      -5.614016752,      -6.460265777,                 0,       4.319169865,      0.2797284063,     0.06029823212
        653,              6.53,      -4.787990593,      -5.633400961,      -6.465703034,                 0,       -4.36876739,      -0.122632464,     0.06700899861
        654,              6.54,      -4.766617348,      -5.603223841,      -6.450506351,                 0,      -1.859730706,     -0.4415234798,     0.05815055144
        655,              6.55,       -4.77168345,      -5.608359435,      -6.431035943,                 0,        6.08423486,      -0.136019053,     0.05227832867
        656,              6.56,      -4.786292089,      -5.620581065,      -6.455393243,                 0,       5.979582733,      0.2581357234,     0.05920495082
        657,              6.57,      -4.805106985,      -5.646915312,      -6.484964534,                 0,      -3.050227139,   -0.001539399475,     0.06840305268
        658,              6.58,      -4.778129394,      -5.617130583,      -6.457778105,                 0,      -3.263280274,     -0.4198266604,      0.0620643603
        659,              6.59,      -4.776057253,       -5.61278732,      -6.445793871,                 0,       4.611730091,     -0.2298727179,     0.05427303579
        660,               6.6,      -4.793243407,      -5.630521178,      -6.455575472,                 0,       6.969160681,      0.2127631599,     0.05821702574
        661,              6.61,      -4.816092999,      -5.652472836,      -6.499140246,                 0,      -1.192679054,      0.1084486663,     0.06861931338
        662,              6.62,      -4.784028921,      -5.626134536,      -6.460401565,                 0,      -4.181057366,       -0.35187471,     0.06562021794
        663,              6.63,      -4.778369287,        -5.6148375,      -6.459626951,                 0,       2.829214089,     -0.3075342788,     0.05637212144
        664,              6.64,      -4.798905107,      -5.636539503,      -6.452642173,                 0,       7.373862063,      0.1504168717,     0.05719630315
        665,              6.65,      -4.818869322,      -5.650345632,      -6.502763724,                 0,       0.979307091,      0.1996306092,     0.06757735239
        666,              6.66,      -4.789029878,      -5.634479005,      -6.465949507,                 0,      -4.515987886,     -0.2450185259,     0.06837638606
        667,              6.67,       -4.78201835,      -5.618183343,       -6.47198607,                 0,      0.8792001705,     -0.3576501819,     0.05840350055
        668,              6.68,      -4.799129706,      -5.636649754,      -6.450639622,                 0,        7.15232962,     0.07135049663,     0.05604803755
        669,              6.69,      -4.814615485,       -5.64476958,      -6.496630137,                 0,       3.207935994,      0.2640001494,     0.06522946982
        670,               6.7,      -4.805890792,      -5.652185626,      -6.482033208,                 0,      -4.263743125,     -0.1156814011,     0.06951239788
        671,              6.71,      -4.789232994,      -5.625873328,      -6.479498364,                 0,     -0.9567411154,     -0.3677973221,     0.06003955409
        672,              6.72,      -4.798400453,      -5.635932877,      -6.456106773,                 0,       6.342724771,    -0.01053220013,     0.05486841621
        673,              6.73,      -4.811006036,       -5.64418744,      -6.488431571,                 0,       5.082036366,       0.290105196,     0.06189870606
        674,              6.74,      -4.819650319,      -5.663671046,      -6.495927403,                 0,      -3.318067265,     0.03134642342,     0.06910582963
        675,              6.75,      -4.797160213,      -5.635283941,      -6.482405978,                 0,      -2.521826369,     -0.3382351827,     0.06138750189
        676,              6.76,      -4.798732013,      -5.635738385,      -6.465177802,                 0,       5.095756777,    -0.08448954322,     0.05384667768
        677,              6.77,      -4.812017329,      -5.648746599,      -6.483359924,                 0,       6.350527683,      0.2829242901,     0.05816572127
        678,              6.78,      -4.827229116,      -5.666566834,      -6.506858036,                 0,      -1.726682969,      0.1762571617,     0.06737340425
        679,              6.79,      -4.799422209,      -5.640437741,      -6.481502372,                 0,       -3.68870794,     -0.2647562846,     0.06265035713
        680,               6.8,      -4.796718362,      -5.633026953,      -6.472967078,                 0,       3.468758667,     -0.1489963806,     0.05328956543
        681,              6.81,      -4.811816476,      -5.649219499,      -6.473317863,                 0,       7.045884974,      0.2480481627,     0.05459986627
        682,              6.82,      -4.827102771,      -5.661072826,       -6.50903163,                 0,      0.3169501397,      0.3045446122,     0.06471568459
        683,              6.83,      -4.799838164,      -5.643801368,      -6.479311956,                 0,      -4.315946232,     -0.1506816275,       0.063993943
        684,              6.84,      -4.795627551,      -5.631644615,       -6.48070175,                 0,       1.573994962,      -0.195366436,     0.05371033282
        685,              6.85,      -4.809108451,      -5.646475421,      -6.462344809,                 0,       7.109400255,      0.1909375302,     0.05191845154
        686,              6.86,      -4.824687574,      -5.655466533,      -6.504113498,                 0,       2.513866699,      0.3979084975,      0.0616198912
        687,              6.87,      -4.807849481,      -5.654547877,      -6.490927255,                 0,      -4.270290938,   -0.009285032843,     0.06507554856
        688,              6.88,      -4.798390477,      -5.634707973,      -6.486687767,                 0,     -0.3294998917,     -0.2092471315,     0.05526836859
        689,              6.89,      -4.806811981,      -5.644515023,      -6.460642298,                 0,       6.529532569,      0.1218195729,     0.05071873109
        690,               6.9,       -4.82221595,      -5.654242228,      -6.497639103,                 0,       4.503093658,      0.4421166321,     0.05878134272
        691,              6.91,      -4.825370733,      -5.670276555,       -6.50309532,                 0,      -3.579359604,      0.1358520793,     0.06566656628
        692,              6.92,      -4.804712764,      -5.642689244,      -6.493374873,                 0,       -1.94909793,     -0.1867664259,     0.05785663637
        693,              6.93,      -4.806209021,      -5.644031222,      -6.466657529,                 0,       5.442914617,     0.04899502467,     0.05131857277
        694,              6.94,      -4.825291775,       -5.66062938,      -6.495298571,                 0,       5.952530036,      0.4384551303,     0.05701089695
